#caseId; HolidayType; Price; NumberOfPersons; Region; Transportation; Duration; Season; Accommodation; Hotel
Journey576;Wandering;1303;4;Alps;Car;14;June;HolidayFlat;H.Flat Switzerland
Journey577;Wandering;738;6;Alps;Car;14;May;HolidayFlat;H.Flat Switzerland
Journey578;Wandering;908;2;Alps;Car;14;July;HolidayFlat;H.Flat Switzerland
Journey579;Recreation;729;3;Alps;Car;7;May;HolidayFlat;H.Flat Switzerland
Journey580;Recreation;779;6;Alps;Car;7;June;HolidayFlat;H.Flat Switzerland
Journey581;Recreation;519;4;Alps;Car;7;July;HolidayFlat;H.Flat Switzerland
Journey582;Recreation;1184;4;Alps;Car;7;August;HolidayFlat;H.Flat Switzerland
Journey583;Recreation;629;2;Alps;Car;7;September;HolidayFlat;H.Flat Switzerland
Journey584;Recreation;858;3;Alps;Car;14;June;HolidayFlat;H.Flat Switzerland
Journey585;Recreation;1298;4;Alps;Car;14;July;HolidayFlat;H.Flat Switzerland
Journey586;Recreation;1958;6;Alps;Car;14;August;HolidayFlat;H.Flat Switzerland
Journey587;Bathing;1317;4;CostaBlanca;Car;7;August;TwoStars;Hotel Torre Dorada, Costa Blanca
Journey588;Bathing;2800;3;CostaBlanca;Car;14;July;ThreeStars;Hotel Galetamar, Costa Blanca
Journey589;Bathing;1058;2;CostaBlanca;Car;7;August;FourStars;Hotel Roca Esmeralda, Costa Blanca
Journey590;Bathing;3222;3;CostaBlanca;Car;14;July;FourStars;Hotel Roca Esmeralda, Costa Blanca
Journey591;Recreation;1014;10;CostaBlanca;Car;7;May;HolidayFlat;H.Flat Costa Blanca
Journey592;Recreation;539;4;CostaBlanca;Car;14;June;HolidayFlat;H.Flat Costa Blanca
Journey593;Active;1039;6;CostaBlanca;Car;7;July;HolidayFlat;H.Flat Costa Blanca
Journey594;Active;678;4;CostaBlanca;Car;14;September;HolidayFlat;H.Flat Costa Blanca
Journey595;Bathing;1039;8;CostaBlanca;Car;7;June;HolidayFlat;H.Flat Costa Blanca
Journey596;Bathing;2324;12;CostaBlanca;Car;7;July;HolidayFlat;H.Flat Costa Blanca
Journey597;Bathing;1229;2;CostaBlanca;Car;7;August;HolidayFlat;H.Flat Costa Blanca
Journey598;Bathing;789;5;CostaBlanca;Car;7;September;HolidayFlat;H.Flat Costa Blanca
Journey599;Bathing;649;3;CostaBlanca;Car;7;July;HolidayFlat;H.Flat Costa Blanca
Journey600;Bathing;1259;3;CostaBlanca;Car;7;August;HolidayFlat;H.Flat Costa Blanca
Journey601;Bathing;1038;4;CostaBlanca;Car;14;June;HolidayFlat;H.Flat Costa Blanca
Journey602;Bathing;1798;4;CostaBlanca;Car;14;July;HolidayFlat;H.Flat Costa Blanca
Journey603;Bathing;2038;8;CostaBlanca;Car;14;September;HolidayFlat;H.Flat Costa Blanca
Journey604;Bathing;1998;2;CostaBrava;Car;14;June;TwoStars;Hotel La Huerta, Costa Brava
Journey605;Bathing;2550;3;CostaBrava;Car;14;July;TwoStars;Hotel La Huerta, Costa Brava
Journey606;Active;2696;3;CostaBrava;Car;21;August;TwoStars;Hotel Mar Eden, Costa Brava
Journey607;Recreation;1558;2;CostaBrava;Car;7;September;TwoStars;Hotel Mar Eden, Costa Brava
Journey608;Bathing;2518;2;CostaBrava;Car;14;June;ThreeStars;Hotel Surf Mar, Costa Brava
Journey609;Bathing;6971;4;CostaBrava;Car;21;August;ThreeStars;Hotel Surf Mar, Costa Brava
Journey610;Bathing;3099;3;CostaBrava;Car;14;July;ThreeStars;Hotel Surf Mar, Costa Brava
Journey611;Bathing;1738;2;CostaBrava;Car;7;July;ThreeStars;Hotel Albatros, Costa Brava
Journey612;Active;2198;2;CostaBrava;Car;14;June;ThreeStars;Hotel Albatros, Costa Brava
Journey613;Recreation;2360;3;CostaBrava;Car;14;May;ThreeStars;Hotel Albatros, Costa Brava
Journey614;Bathing;2186;3;CostaBrava;Car;7;July;FourStars;Hotel Olympic Park, Costa Brava
Journey615;Bathing;2418;2;CostaBrava;Car;14;June;FourStars;Hotel Olympic Park, Costa Brava
Journey616;Bathing;3737;3;CostaBrava;Car;14;August;FourStars;Hotel Olympic Park, Costa Brava
Journey617;Active;3048;2;CostaBrava;Car;21;September;FourStars;Golden Hotel Port Salou, Costa Brava
Journey618;Recreation;3912;4;CostaBrava;Car;14;July;FourStars;Golden Hotel Port Salou, Costa Brava
Journey619;Bathing;3528;2;Fuerteventura;Plane;14;May;ThreeStars;Hotel Oliva Beach, Fuerteventura
Journey620;Bathing;4402;3;Fuerteventura;Plane;14;June;ThreeStars;Hotel Oliva Beach, Fuerteventura
Journey621;Bathing;6357;3;Fuerteventura;Plane;21;July;ThreeStars;Hotel Oliva Beach, Fuerteventura
Journey622;Bathing;3417;4;Fuerteventura;Plane;14;August;ThreeStars;Appartm. Rio Tropical, Fuerteventura
Journey623;Active;2598;2;Fuerteventura;Plane;14;September;ThreeStars;Appartm. Rio Tropical, Fuerteventura
Journey624;Active;2252;3;Fuerteventura;Plane;7;July;ThreeStars;Appartm. Rio Tropical, Fuerteventura
Journey625;Active;3678;2;Fuerteventura;Plane;14;August;ThreeStars;Hotel Crystal Beach, Fuerteventura
Journey626;Recreation;3578;2;Fuerteventura;Plane;14;June;ThreeStars;Hotel Crystal Beach, Fuerteventura
Journey627;Bathing;7161;3;Fuerteventura;Plane;21;June;FourStars;Hotel Rio Ventura, Fuerteventura
Journey628;Bathing;5709;3;Fuerteventura;Plane;14;July;FourStars;Hotel Rio Ventura, Fuerteventura
Journey629;Bathing;6369;4;Fuerteventura;Plane;14;August;FourStars;Hotel Rio Ventura, Fuerteventura
Journey630;Bathing;3188;2;Fuerteventura;Plane;7;June;FourStars;Hotel Rio Ventura, Fuerteventura
Journey631;Active;3428;2;Fuerteventura;Plane;14;September;FourStars;Hotel Rio Maxarota, Fuerteventura
Journey632;Active;4602;3;Fuerteventura;Plane;14;July;FourStars;Hotel Rio Maxarota, Fuerteventura
Journey633;Recreation;3188;2;Fuerteventura;Plane;14;May;FourStars;Hotel Rio Maxarota, Fuerteventura
Journey634;Bathing;2412;3;GranCanaria;Plane;14;May;TwoStars;Studios Puerto Plata, Gran Canaria
Journey635;Bathing;3125;3;GranCanaria;Plane;21;July;TwoStars;Studios Puerto Plata, Gran Canaria
Journey636;Bathing;2378;2;GranCanaria;Plane;14;September;TwoStars;Studios Brisamar, Gran Canaria
Journey637;Active;3177;4;GranCanaria;Plane;14;August;TwoStars;Studios Brisamar, Gran Canaria
Journey638;Bathing;2788;2;GranCanaria;Plane;14;May;ThreeStars;Hotel Riosol, Gran Canaria
Journey639;Bathing;4100;3;GranCanaria;Plane;21;June;ThreeStars;Hotel Riosol, Gran Canaria
Journey640;Bathing;2723;3;GranCanaria;Plane;7;July;ThreeStars;Hotel Caserio, Gran Canaria
Journey641;Active;4261;3;GranCanaria;Plane;14;August;ThreeStars;IFA Beach Hotel, Gran Canaria
Journey642;Active;3778;2;GranCanaria;Plane;21;September;ThreeStars;IFA Beach Hotel, Gran Canaria
Journey643;Recreation;2508;2;GranCanaria;Plane;7;August;ThreeStars;IFA Beach Hotel, Gran Canaria
Journey644;Bathing;3258;2;GranCanaria;Plane;14;June;FourStars;Hotel Las Margaritas, Gran Canaria
Journey645;Bathing;4252;3;GranCanaria;Plane;14;July;FourStars;Hotel Las Margaritas, Gran Canaria
Journey646;Bathing;3498;2;GranCanaria;Plane;21;September;FourStars;Hotel Caserio, Gran Canaria
Journey647;Active;2848;2;GranCanaria;Plane;14;May;FourStars;Hotel Caserio, Gran Canaria
Journey648;Active;3551;3;GranCanaria;Plane;14;August;FourStars;Hotel Caserio, Gran Canaria
Journey649;Bathing;2078;2;Ibiza;Plane;14;June;TwoStars;Pension Central, Ibiza
Journey650;Bathing;2498;2;Ibiza;Plane;21;September;TwoStars;Pension Central, Ibiza
Journey651;Bathing;2427;3;Ibiza;Plane;14;July;TwoStars;Hotel Llevant, Ibiza
Journey652;Active;2852;4;Ibiza;Plane;14;August;TwoStars;Hotel Llevant, Ibiza
Journey653;Active;1995;3;Ibiza;Plane;7;July;TwoStars;Hotel Llevant, Ibiza
Journey654;Bathing;2798;2;Ibiza;Plane;14;June;ThreeStars;Hotel Helios II, Ibiza
Journey655;Bathing;2878;2;Ibiza;Plane;14;July;ThreeStars;Hotel Helios II, Ibiza
Journey656;Bathing;3258;2;Ibiza;Plane;21;May;ThreeStars;Hotel Helios II, Ibiza
Journey657;Bathing;2343;3;Ibiza;Plane;7;August;ThreeStars;Hotel Atlantic, Ibiza
Journey658;Bathing;3217;3;Ibiza;Plane;14;June;ThreeStars;Hotel Atlantic, Ibiza
Journey659;Active;4832;4;Ibiza;Plane;14;July;ThreeStars;Hotel Atlantic, Ibiza
Journey660;Active;3558;2;Ibiza;Plane;21;September;ThreeStars;Hotel Atlantic, Ibiza
Journey661;Bathing;4398;2;Ibiza;Plane;14;June;FourStars;Club La Mola, Ibiza
Journey662;Bathing;4958;2;Ibiza;Plane;14;July;FourStars;Club La Mola, Ibiza
Journey663;Active;2090;3;Ibiza;Plane;7;August;FourStars;Hotel Nereida, Ibiza
Journey664;Bathing;1558;2;Mallorca;Plane;14;June;OneStar;Pension Marina, Mallorca
Journey665;Bathing;2397;3;Mallorca;Plane;14;July;OneStar;Pension Marina, Mallorca
Journey666;Bathing;2481;2;Mallorca;Plane;21;September;OneStar;Pension El Golea, Mallorca
Journey667;Bathing;1718;2;Mallorca;Plane;14;June;TwoStars;Pension Alcina, Mallorca
Journey668;Bathing;2410;4;Mallorca;Plane;7;August;TwoStars;Pension Alcina, Mallorca
Journey669;Recreation;1285;3;Mallorca;Plane;4;May;TwoStars;Hotel Manaus, Mallorca
Journey670;Active;1798;2;Mallorca;Plane;14;June;TwoStars;Hotel Vaquer, Mallorca
Journey671;Wandering;1676;3;Mallorca;Plane;7;September;TwoStars;Hotel Vaquer, Mallorca
Journey672;Bathing;2198;2;Mallorca;Plane;14;June;ThreeStars;Hotel Samu, Mallorca
Journey673;Bathing;3530;4;Mallorca;Plane;14;July;ThreeStars;Hotel Samu, Mallorca
Journey674;Bathing;1607;3;Mallorca;Plane;4;August;ThreeStars;Hotel Flamingo, Mallorca
Journey675;Bathing;3697;3;Mallorca;Plane;14;July;ThreeStars;Hotel Sol Lux, Mallorca
Journey676;Bathing;1858;2;Mallorca;Plane;7;August;ThreeStars;Hotel Sol Lux, Mallorca
Journey677;Bathing;2598;3;Mallorca;Plane;14;September;ThreeStars;Hotel Saturno, Mallorca
Journey678;Active;3058;2;Mallorca;Plane;21;May;ThreeStars;Hotel Saturno, Mallorca
Journey679;Bathing;1478;2;Mallorca;Plane;4;June;FourStars;Hotel Gran Fiesta, Mallorca
Journey680;Bathing;3644;4;Mallorca;Plane;7;July;FourStars;Anlage Lago Playa, Mallorca
Journey681;Bathing;3605;3;Mallorca;Plane;14;August;FourStars;Anlage Lago Playa, Mallorca
Journey682;Active;2678;2;Mallorca;Plane;14;June;FourStars;Lagotel-Club, Mallorca
Journey683;Active;1898;2;Mallorca;Plane;7;September;FourStars;Lagotel-Club, Mallorca
Journey684;Bathing;3417;3;Teneriffe;Plane;14;June;TwoStars;Studios Mare Verde, Teneriffe
Journey685;Bathing;2698;2;Teneriffe;Plane;21;September;TwoStars;Studios Mare Verde, Teneriffe
Journey686;Bathing;3837;3;Teneriffe;Plane;14;July;ThreeStars;Appartm. Parque Royal, Teneriffe
Journey687;Bathing;3507;4;Teneriffe;Plane;14;August;ThreeStars;Appartm. Parque Royal, Teneriffe
Journey688;Bathing;2278;2;Teneriffe;Plane;14;June;ThreeStars;Appartm. Parque Royal, Teneriffe
Journey689;Bathing;3194;3;Teneriffe;Plane;14;August;ThreeStars;Hotel Las Pyramides, Teneriffe
Journey690;Bathing;2858;2;Teneriffe;Plane;14;July;ThreeStars;Hotel Las Pyramides, Teneriffe
Journey691;Bathing;2068;2;Teneriffe;Plane;7;May;ThreeStars;Hotel Las Pyramides, Teneriffe
Journey692;Active;3278;2;Teneriffe;Plane;21;June;ThreeStars;Hotel Internacional, Teneriffe
Journey693;Recreation;2178;2;Teneriffe;Plane;7;October;ThreeStars;Hotel Internacional, Teneriffe
Journey694;Bathing;4011;3;Teneriffe;Plane;14;August;FourStars;Hotel Sol, Teneriffe
Journey695;Bathing;4287;3;Teneriffe;Plane;14;July;FourStars;Hotel Sol, Teneriffe
Journey696;Bathing;2488;2;Teneriffe;Plane;7;June;FourStars;Hotel Sol, Teneriffe
Journey697;Active;5532;4;Teneriffe;Plane;14;August;FourStars;Hotel Florida, Teneriffe
Journey698;Active;4810;3;Teneriffe;Plane;21;May;FourStars;Hotel Florida, Teneriffe
Journey699;Wandering;758;2;GiantMountains;Car;7;May;TwoStars;Hotel Bedrichov, Giant Mountains
Journey700;Wandering;858;2;GiantMountains;Car;7;June;TwoStars;Hotel Bedrichov, Giant Mountains
Journey701;Wandering;1118;4;GiantMountains;Car;7;July;TwoStars;Hotel Energetik, Giant Mountains
Journey702;Wandering;1698;3;GiantMountains;Car;14;August;TwoStars;Hotel Energetik, Giant Mountains
Journey703;Wandering;1138;2;GiantMountains;Car;14;September;TwoStars;Hotel Karolina, Giant Mountains
Journey704;Recreation;798;2;GiantMountains;Car;7;August;TwoStars;Hotel Karolina, Giant Mountains
Journey705;Recreation;678;3;GiantMountains;Car;7;July;TwoStars;Waldhotel Trakce, Giant Mountains
Journey706;Recreation;938;2;GiantMountains;Car;7;June;ThreeStars;Hotel Arnika, Giant Mountains
Journey707;Recreation;1498;2;GiantMountains;Car;14;May;ThreeStars;Hotel Arnika, Giant Mountains
Journey708;Wandering;698;2;GiantMountains;Car;7;June;ThreeStars;Hotel Horal, Giant Mountains
Journey709;Wandering;1806;3;GiantMountains;Car;14;September;ThreeStars;Hotel Horal, Giant Mountains
Journey710;Wandering;807;3;GiantMountains;Bus;7;May;TwoStars;Hotel Bedrichov, Giant Mountains
Journey711;Recreation;2274;4;GiantMountains;Bus;14;June;TwoStars;Hotel Bedrichov, Giant Mountains
Journey712;Recreation;1185;3;GiantMountains;Train;7;August;ThreeStars;Hotel Horal, Giant Mountains
Journey713;Wandering;698;2;GiantMountains;Train;7;September;ThreeStars;Hotel Horal, Giant Mountains
Journey714;Bathing;2178;2;TurkishAegeanSea;Plane;14;June;TwoStars;Hotel Villa Soel, Turk. Aegean Sea
Journey715;Bathing;2483;3;TurkishAegeanSea;Plane;14;July;TwoStars;Hotel Villa Soel, Turk. Aegean Sea
Journey716;Bathing;4770;4;TurkishAegeanSea;Plane;21;August;ThreeStars;Hotel Alinda, Turk. Aegean Sea
Journey717;Active;2578;2;TurkishAegeanSea;Plane;14;September;ThreeStars;Hotel Alinda, Turk. Aegean Sea
Journey718;Active;3065;3;TurkishAegeanSea;Plane;7;July;ThreeStars;Hotel Turunc, Turk. Aegean Sea
Journey719;Bathing;2758;2;TurkishAegeanSea;Plane;14;August;ThreeStars;Hotel Turunc, Turk. Aegean Sea
Journey720;Education;2878;2;TurkishAegeanSea;Plane;14;May;FourStars;Hotel Marti, Turk. Aegean Sea
Journey721;Bathing;1958;2;TurkishAegeanSea;Plane;14;June;TwoStars;Hotel Talat, Turk. Aegean Sea
Journey722;Bathing;3171;3;TurkishAegeanSea;Plane;14;July;ThreeStars;Club Pigale, Turk. Aegean Sea
Journey723;Bathing;2412;3;TurkishAegeanSea;Plane;7;August;ThreeStars;Club Pigale, Turk. Aegean Sea
Journey724;Bathing;2878;2;TurkishAegeanSea;Plane;14;September;ThreeStars;Hotel Batihan, Turk. Aegean Sea
Journey725;Education;3278;2;TurkishAegeanSea;Plane;21;May;ThreeStars;Hotel Batihan, Turk. Aegean Sea
Journey726;Bathing;4313;4;TurkishAegeanSea;Plane;14;August;FourStars;Hotel Biltur, Turk. Aegean Sea
Journey727;Bathing;3010;3;TurkishAegeanSea;Plane;7;July;FourStars;Hotel Biltur, Turk. Aegean Sea
Journey728;Active;2918;2;TurkishAegeanSea;Plane;14;June;FourStars;Club Ephesus Princess, Turk. Aegean Sea
Journey729;Bathing;2298;2;TurkishRiviera;Plane;14;June;TwoStars;Hotel Alaiye, Turk. Riviera
Journey730;Bathing;2941;3;TurkishRiviera;Plane;14;July;TwoStars;Hotel Alaiye, Turk. Riviera
Journey731;Active;3160;3;TurkishRiviera;Plane;21;September;TwoStars;Hotel Alaiye, Turk. Riviera
Journey732;Bathing;4107;4;TurkishRiviera;Plane;14;August;ThreeStars;Hotel Panorama, Turk. Riviera
Journey733;Bathing;2838;2;TurkishRiviera;Plane;14;July;ThreeStars;Hotel Panorama, Turk. Riviera
Journey734;Bathing;2738;2;TurkishRiviera;Plane;14;June;ThreeStars;Hotel Panorama, Turk. Riviera
Journey735;Bathing;2258;2;TurkishRiviera;Plane;7;August;ThreeStars;Hotel Akropol, Turk. Riviera
Journey736;Bathing;3891;3;TurkishRiviera;Plane;21;June;ThreeStars;Hotel Akropol, Turk. Riviera
Journey737;Active;3058;2;TurkishRiviera;Plane;14;September;ThreeStars;Hotel Sueral Garden, Turk. Riviera
Journey738;Education;2698;2;TurkishRiviera;Plane;14;May;ThreeStars;Hotel Sueral Garden, Turk. Riviera
Journey739;Bathing;3258;2;TurkishRiviera;Plane;14;June;FourStars;Hotel Botanik, Turk. Riviera
Journey740;Bathing;3325;3;TurkishRiviera;Plane;7;July;FourStars;Hotel Botanik, Turk. Riviera
Journey741;Bathing;3258;3;TurkishRiviera;Plane;14;September;FourStars;Hotel Botanik, Turk. Riviera
Journey742;Active;2898;2;TurkishRiviera;Plane;14;May;FourStars;Hotel Sueral, Turk. Riviera
Journey743;Education;2498;2;TurkishRiviera;Plane;14;October;FourStars;Hotel Sueral, Turk. Riviera
Journey744;Bathing;2778;3;Tunisia;Plane;14;July;TwoStars;Hotel Solymar, Tunisia
Journey745;Bathing;1778;2;Tunisia;Plane;14;June;TwoStars;Hotel Solymar, Tunisia
Journey746;Recreation;2058;2;Tunisia;Plane;14;May;TwoStars;Hotel-Club Ramses, Tunisia
Journey747;Active;2637;3;Tunisia;Plane;14;September;TwoStars;Hotel-Club Ramses, Tunisia
Journey748;Bathing;4114;3;Tunisia;Plane;14;June;ThreeStars;Hotel Montazah, Tunisia
Journey749;Bathing;3464;4;Tunisia;Plane;7;July;ThreeStars;Hotel Montazah, Tunisia
Journey750;Bathing;3203;3;Tunisia;Plane;14;August;ThreeStars;Hotel-Club Nador, Tunisia
Journey751;Recreation;2768;2;Tunisia;Plane;21;June;ThreeStars;Hotel-Club Nador, Tunisia
Journey752;Recreation;2258;2;Tunisia;Plane;14;May;ThreeStars;Hotel Aqua Viva, Tunisia
Journey753;Active;2964;3;Tunisia;Plane;14;September;ThreeStars;Hotel Aqua Viva, Tunisia
Journey754;Bathing;2808;2;Tunisia;Plane;14;June;FourStars;Hotel Paradise, Tunisia
Journey755;Bathing;4773;4;Tunisia;Plane;14;July;FourStars;Hotel Paradise, Tunisia
Journey756;Recreation;1888;2;Tunisia;Plane;14;May;FourStars;Hotel Royal Golf, Tunisia
Journey757;Bathing;2228;2;Tunisia;Plane;7;June;FourStars;Hotel Royal Golf, Tunisia
Journey758;Active;2898;2;Tunisia;Plane;14;August;FourStars;Hotel Jockey Club, Tunisia
Journey759;Active;2879;3;Tunisia;Plane;14;September;FourStars;Hotel Jockey Club, Tunisia
Journey760;Bathing;3537;4;Balaton;Car;14;July;ThreeStars;Hotel Marina, Balaton
Journey761;Bathing;2447;3;Balaton;Car;21;August;ThreeStars;Hotel Marina, Balaton
Journey762;Bathing;2758;3;Balaton;Car;14;July;FourStars;Hotel Helikon, Balaton
Journey763;Recreation;2758;2;Balaton;Car;14;June;FourStars;Hotel Helikon, Balaton
Journey764;Bathing;879;9;Balaton;Car;7;June;HolidayFlat;H.Flat Balaton
Journey765;Bathing;759;5;Balaton;Car;7;July;HolidayFlat;H.Flat Balaton
Journey766;Bathing;798;2;Balaton;Car;14;August;HolidayFlat;H.Flat Balaton
Journey767;Recreation;658;3;Balaton;Car;14;May;HolidayFlat;H.Flat Balaton
Journey768;Recreation;279;2;Balaton;Car;7;June;HolidayFlat;H.Flat Balaton
Journey769;Active;1498;7;Balaton;Car;14;September;HolidayFlat;H.Flat Balaton
Journey770;Recreation;434;2;Belgium;Car;7;November;HolidayFlat;Ferienpark Atlantis, Belgium
Journey771;Recreation;434;3;Belgium;Car;7;December;HolidayFlat;Ferienpark Atlantis, Belgium
Journey772;Recreation;739;4;Belgium;Car;14;February;HolidayFlat;Ferienpark Atlantis, Belgium
Journey773;Active;434;2;Belgium;Car;7;November;HolidayFlat;Ferienpark Atlantis, Belgium
Journey774;Active;1068;4;Belgium;Car;14;March;HolidayFlat;Ferienpark Atlantis, Belgium
Journey775;Recreation;314;2;Belgium;Car;3;November;HolidayFlat;Ferienpark Atlantis, Belgium
Journey776;Active;394;6;Belgium;Car;4;January;HolidayFlat;Ferienpark Atlantis, Belgium
Journey777;Recreation;649;4;Belgium;Car;7;November;HolidayFlat;SunParks De Haan,Belgium
Journey778;Active;879;8;Belgium;Car;7;December;HolidayFlat;SunParks De Haan,Belgium
Journey779;Recreation;719;6;Belgium;Car;7;January;HolidayFlat;SunParks De Haan,Belgium
Journey780;Active;369;4;Belgium;Car;4;December;HolidayFlat;SunParks De Haan,Belgium
Journey781;Recreation;849;3;Belgium;Car;7;February;HolidayFlat;SunParks Groendyk, Belgium
Journey782;Active;649;6;Belgium;Car;7;November;HolidayFlat;SunParks Groendyk, Belgium
Journey783;Recreation;339;5;Belgium;Car;4;February;HolidayFlat;SunParks Groendyk, Belgium
Journey784;Recreation;1338;4;Belgium;Car;14;January;HolidayFlat;SunParks Rauwse Meren, Belgium
Journey785;Active;959;5;Belgium;Car;7;February;HolidayFlat;SunParks Rauwse Meren, Belgium
Journey786;Active;499;4;Belgium;Car;3;December;HolidayFlat;SunParks Rauwse Meren, Belgium
Journey787;Recreation;649;4;Belgium;Car;7;March;HolidayFlat;SunParks Vielsalm, Belgium
Journey788;Active;919;8;Belgium;Car;7;November;HolidayFlat;SunParks Vielsalm, Belgium
Journey789;Recreation;619;6;Belgium;Car;4;March;HolidayFlat;SunParks Vielsalm, Belgium
Journey790;Recreation;699;2;Denmark;Car;7;November;HolidayFlat;Ferienpark Lalandia, Denmark
Journey791;Recreation;699;3;Denmark;Car;7;December;HolidayFlat;Ferienpark Lalandia, Denmark
Journey792;Active;439;4;Denmark;Car;4;January;HolidayFlat;Ferienpark Lalandia, Denmark
Journey793;Recreation;639;4;Denmark;Car;7;February;HolidayFlat;Feriencenter Rodhus Klit, Denmark
Journey794;Active;639;5;Denmark;Car;7;March;HolidayFlat;Feriencenter Rodhus Klit, Denmark
Journey795;Active;1278;4;Denmark;Car;14;November;HolidayFlat;Feriencenter Rodhus Klit, Denmark
Journey796;Recreation;629;4;Denmark;Car;7;February;HolidayFlat;Feriencenter Vigso, Denmark
Journey797;Active;629;6;Denmark;Car;7;January;HolidayFlat;Feriencenter Vigso, Denmark
Journey798;Recreation;509;4;Denmark;Car;7;March;HolidayFlat;Feriencenter Danland, Denmark
Journey799;Active;889;8;Denmark;Car;7;February;HolidayFlat;Feriencenter Danland, Denmark
Journey800;Recreation;579;2;Denmark;Car;7;January;HolidayFlat;H.Flat Ronbjerg Strand, Denmark
Journey801;Recreation;719;4;Denmark;Car;7;February;HolidayFlat;H.Flat Ronbjerg Strand, Denmark
Journey802;Active;1638;6;Denmark;Car;14;March;HolidayFlat;H.Flat Ronbjerg Strand, Denmark
Journey803;Recreation;849;4;Fano;Car;7;January;HolidayFlat;Ferienpark Fano, Denmark
Journey804;Active;1089;6;Fano;Car;7;March;HolidayFlat;Ferienpark Fano, Denmark
Journey805;Recreation;499;3;Holland;Car;7;November;HolidayFlat;Ferienpark Port Greve, Holland
Journey806;Recreation;529;4;Holland;Car;7;December;HolidayFlat;Ferienpark Port Greve, Holland
Journey807;Active;609;6;Holland;Car;7;February;HolidayFlat;Ferienpark Port Greve, Holland
Journey808;Recreation;354;4;Holland;Car;3;January;HolidayFlat;Ferienpark Port Greve, Holland
Journey809;Active;339;2;Holland;Car;4;November;HolidayFlat;Ferienpark Port Greve, Holland
Journey810;Active;538;2;Poland;Car;7;January;ThreeStars;Hotel Maurizius, Poland
Journey811;Skiing;822;3;Poland;Car;7;February;ThreeStars;Hotel Maurizius, Poland
Journey812;Recreation;1076;4;Poland;Car;7;February;ThreeStars;Hotel Maurizius, Poland
Journey813;Active;1602;3;Poland;Car;14;January;TwoStars;Hotel Anna Maria, Poland
Journey814;Skiing;558;2;Poland;Car;7;February;TwoStars;Hotel Anna Maria, Poland
Journey815;Recreation;807;4;Poland;Car;7;March;TwoStars;Hotel Anna Maria, Poland
Journey816;Active;898;2;Poland;Car;14;January;TwoStars;Hotel Karolinka, Poland
Journey817;Skiing;478;2;Poland;Car;7;February;TwoStars;Hotel Karolinka, Poland
Journey818;Recreation;687;3;Poland;Car;7;March;TwoStars;Hotel Karolinka, Poland
Journey819;Active;319;2;Poland;Car;7;January;TwoStars;Hotel Ametyst, Poland
Journey820;Skiing;1962;4;Poland;Car;14;February;TwoStars;Hotel Ametyst, Poland
Journey821;Recreation;329;2;Poland;Car;7;February;TwoStars;Hotel Ametyst, Poland
Journey822;Active;987;3;Poland;Car;7;February;TwoStars;Hotel Piecuch, Poland
Journey823;Skiing;638;2;Poland;Car;7;March;TwoStars;Hotel Piecuch, Poland
Journey824;Recreation;1276;4;Poland;Car;7;January;TwoStars;Hotel Piecuch, Poland
Journey825;Active;858;2;Slowakei;Car;7;January;TwoStars;Hotel Banik, High Tatra
Journey826;Skiing;1647;3;Slowakei;Car;7;February;TwoStars;Hotel Banik, High Tatra
Journey827;Active;1028;2;Slowakei;Car;14;February;ThreeStars;Hotel Fis, High Tatra
Journey828;Skiing;1098;2;Slowakei;Car;7;March;ThreeStars;Hotel Fis, High Tatra
Journey829;Skiing;1572;3;Slowakei;Car;7;January;ThreeStars;Hotel Patria, High Tatra
Journey830;Recreation;1738;2;Slowakei;Car;7;February;ThreeStars;Hotel Patria, High Tatra
Journey831;Active;3777;3;Slowakei;Car;14;February;ThreeStars;Hotel Panorama, High Tatra
Journey832;Skiing;1048;2;Slowakei;Car;7;March;ThreeStars;Hotel Panorama, High Tatra
Journey833;Skiing;598;2;Slowakei;Car;7;January;ThreeStars;Hotel Hutnik, High Tatra
Journey834;Active;1816;4;Slowakei;Car;7;February;ThreeStars;Hotel Hutnik, High Tatra
Journey835;Active;2097;3;Slowakei;Car;7;February;ThreeStars;Hotel Slovakia, High Tatra
Journey836;Recreation;1198;2;Slowakei;Car;7;March;ThreeStars;Hotel Slovakia, High Tatra
Journey837;Skiing;1257;3;Slowakei;Car;14;March;TwoStars;Hotel Vesel, High Tatra
Journey838;Recreation;2036;4;Slowakei;Car;7;February;TwoStars;Hotel Vesel, High Tatra
Journey839;Active;2334;6;Slowakei;Car;14;February;TwoStars;Hotel Zornicka, High Tatra
Journey840;Skiing;1795;5;Slowakei;Car;7;January;TwoStars;Hotel Zornicka, High Tatra
Journey841;Active;748;2;Slowakei;Car;7;January;TwoStars;Hotel Sverma, High Tatra
Journey842;Skiing;1497;3;Slowakei;Car;7;February;TwoStars;Hotel Sverma, High Tatra
Journey843;Skiing;1272;3;Slowakei;Car;7;February;OneStar;Pension Bjoernson, High Tatra
Journey844;Skiing;888;2;Slowakei;Car;7;March;OneStar;Pension Bjoernson, High Tatra
Journey845;Skiing;1152;4;Czechia;Car;7;January;ThreeStars;Hotel Horal, Giant Mountains
Journey846;Skiing;1414;3;Czechia;Car;7;February;ThreeStars;Hotel Horal, Giant Mountains
Journey847;Active;798;2;Czechia;Car;14;March;ThreeStars;Hotel Horal, Giant Mountains
